transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,target_name,target_sector,target_sub_sector,target_geography,target_ownership_type,target_ltm_revenue_mm,target_ebitda_margin_pct,acquirer_name,acquirer_type,acquirer_sector_focus,acquirer_geographic_reach,sector_median_ev_ebitda,sector_median_ev_revenue,ev_ebitda_pct_vs_sector_median,ev_revenue_pct_vs_sector_median,acquirer_fiscal_revenue_mm,acquirer_fiscal_ebitda_mm,acquirer_net_debt_mm,acquirer_cash_mm,acquirer_total_assets_mm,deal_size_tier
TXN-0017,TGT-0054,ACQ-005,2020-04-07,2020-06-06,2020,Q2,Minority Investment,Cash + Stock,444.4,23.1,1.47,13.1,Closed,Regulatory Arbitrage|Cost Synergies|Cross-Sell Opportunity|High Growth|Revenue Synergies,8,60,Benchmark Biosciences,Pharma/Biotech,Drug Delivery,Southwest,Family-Owned,188.1,8.8,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,15.4,2.23,50.000000000000014,-34.08071748878923,3500.0,374.5,1935.5,245.2,4502.5,Mid-Market
TXN-0470,TGT-0072,ACQ-009,2020-01-03,2020-05-29,2020,Q1,Bolt-on Acquisition,Leveraged,644.2,14.7,1.99,3.0,Closed,Vertical Integration|Brand Value|Platform Build,3,147,Eclipse Financial Services,Revenue Cycle,Coding Services,Great Plains,Private,61.9,23.2,Encompass Health,Strategic,Home Health/Hospice,Multi-Regional,13.1,1.67,12.213740458015266,19.161676646706592,3100.0,858.7,765.6,291.8,4178.7,Large
TXN-0305,TGT-0097,ACQ-001,2020-03-07,2020-10-16,2020,Q1,Merger of Equals,All Cash,547.2,10.4,4.29,15.6,Closed,Brand Value|Margin Improvement|Regulatory Arbitrage|Market Consolidation|Platform Build,2,223,Noble Home Health,Home Health/Hospice,Home Infusion,Great Plains,Public,54.4,17.3,UnitedHealth Group,Strategic,Health Insurance,National,9.9,3.4,5.05050505050505,26.1764705882353,22000.0,3080.0,4564.8,1878.4,60313.6,Large
TXN-0481,TGT-0116,ACQ-002,2020-05-15,2021-04-02,2020,Q2,Bolt-on Acquisition,Seller Financing,586.6,17.6,4.12,10.2,Closed,Margin Improvement|Talent Acquisition|Geographic Expansion|Diversification|Market Consolidation,6,322,Navigator Technologies,Health IT,Clinical Decision Support,Southeast,Public,26.5,24.9,CVS Health,Strategic,Healthcare Services,National,13.0,3.94,35.3846153846154,4.56852791878173,12000.0,1272.0,4225.3,1485.3,31467.0,Large
TXN-0332,TGT-0122,ACQ-004,2020-11-23,2021-11-19,2020,Q4,SPAC Merger,Mixed,355.9,11.5,4.3,15.9,Closed,Market Consolidation|Talent Acquisition|Cost Synergies,4,361,Daybreak Digital Health,Health IT,Telehealth,Southeast,Public,542.9,23.1,Elevance Health,Strategic,Health Insurance,National,11.6,2.04,-0.8620689655172384,110.78431372549018,6800.0,1781.6,1297.5,913.1,9499.0,Mid-Market
TXN-0057,TGT-0125,ACQ-003,2020-10-06,2021-08-10,2020,Q4,Bolt-on Acquisition,Stock-for-Stock,439.1,11.4,7.36,17.0,Closed,Margin Improvement|Geographic Expansion|Vertical Integration|Regulatory Arbitrage|Technology Capability,6,308,Foundation Specialty Medicine,Physician Groups,Primary Care Groups,Great Plains,Public,207.6,16.8,HCA Healthcare,Strategic,Healthcare Services,National,16.7,2.82,-31.73652694610778,160.99290780141848,5200.0,889.2,877.0,711.6,10355.0,Mid-Market
TXN-0104,TGT-0132,ACQ-004,2020-05-02,2021-02-10,2020,Q2,SPAC Merger,Mixed,25.3,23.5,5.52,18.8,Closed,Diversification|Talent Acquisition,2,284,Momentum Medical Devices,Medical Devices,Surgical Instruments,Southwest,Family-Owned,171.2,31.5,Elevance Health,Strategic,Health Insurance,National,15.7,4.6,49.68152866242039,20.0,6800.0,1781.6,1297.5,913.1,9499.0,Small
TXN-0077,TGT-0135,ACQ-015,2020-01-10,,2020,Q1,SPAC Merger,All Cash,745.6,13.6,5.52,7.9,Withdrawn,Regulatory Arbitrage|Margin Improvement|Revenue Synergies,1,,Equinox Claims Solutions,Revenue Cycle,Patient Financial Services,Great Plains,Nonprofit,1044.5,16.5,Patterson Companies,Strategic,Dental,National,13.1,1.67,3.816793893129771,230.5389221556886,1500.0,276.0,463.3,173.0,2998.5,Large
TXN-0403,TGT-0139,ACQ-007,2020-03-22,,2020,Q1,Platform Investment,Seller Financing,557.1,22.4,1.67,12.9,Pending,Talent Acquisition|Cost Synergies|Brand Value,1,,Wellspring Surgical,Medical Devices,Surgical Instruments,Northeast,PE-Backed,338.9,24.5,Amedisys,Strategic,Home Health/Hospice,National,10.0,3.91,123.99999999999997,-57.28900255754476,1800.0,500.4,281.6,145.2,4055.3,Large
TXN-0189,TGT-0155,ACQ-018,2020-01-26,2020-10-07,2020,Q1,Management Buyout,Seller Financing,661.3,6.2,4.53,9.3,Closed,Brand Value|Cost Synergies|Platform Build|Technology Capability,8,255,Kensington Biopharma,Pharma/Biotech,Specialty Pharma,Southwest,Physician-Owned,173.8,10.3,Medline Industries,Strategic,Medical Devices,National,12.3,2.1,-49.59349593495935,115.71428571428572,4200.0,1218.0,428.1,516.2,6802.1,Large
TXN-0139,TGT-0183,ACQ-020,2020-04-28,,2020,Q2,Management Buyout,All Cash,460.7,7.8,6.58,14.9,Pending,Vertical Integration|Regulatory Arbitrage|Revenue Synergies|Market Consolidation|Margin Improvement,2,,Wellspring Health Analytics,Health IT,Clinical Decision Support,Southwest,PE-Backed,16.2,21.4,Qualifacts,Strategic,Health IT,National,13.0,3.94,-40.0,67.00507614213198,350.0,43.4,57.6,19.8,876.6,Mid-Market
TXN-0291,TGT-0199,ACQ-009,2020-04-24,,2020,Q2,Merger of Equals,Mixed,68.0,6.3,7.37,10.6,Pending,Technology Capability|Geographic Expansion,4,,Zephyr Healthcare,Healthcare Services,Lab Services,Southwest,Private,239.2,20.8,Encompass Health,Strategic,Home Health/Hospice,Multi-Regional,12.6,3.7,-50.0,99.1891891891892,3100.0,858.7,765.6,291.8,4178.7,Small
TXN-0160,TGT-0200,ACQ-007,2020-11-01,,2020,Q4,Bolt-on Acquisition,Mixed,592.2,8.7,2.19,15.2,Pending,High Growth|Platform Build|Supply Chain Integration|Talent Acquisition|Regulatory Arbitrage,4,,Continuum Mental Wellness,Behavioral Health,Substance Abuse Treatment,Mountain West,Nonprofit,428.0,28.4,Amedisys,Strategic,Home Health/Hospice,National,16.7,4.18,-47.90419161676647,-47.60765550239234,1800.0,500.4,281.6,145.2,4055.3,Large
TXN-0371,TGT-0203,ACQ-001,2020-04-27,2021-05-21,2020,Q2,Management Buyout,Leveraged,705.5,11.0,6.84,16.5,Closed,Geographic Expansion|High Growth|Brand Value,7,389,Benchmark Visiting Health,Home Health/Hospice,Home Infusion,Great Plains,PE-Backed,243.7,29.8,UnitedHealth Group,Strategic,Health Insurance,National,16.9,2.34,-34.91124260355029,192.30769230769232,22000.0,3080.0,4564.8,1878.4,60313.6,Large
TXN-0164,TGT-0213,ACQ-011,2020-04-03,,2020,Q2,Recapitalization,Cash + Stock,46.9,7.9,6.9,13.4,Rumored,Brand Value|Margin Improvement,3,,Highland Home Care,Home Health/Hospice,Home Health,Northeast,Nonprofit,185.6,19.4,Veeva Systems,Strategic,Health IT,National,16.9,2.34,-53.25443786982248,194.87179487179492,2300.0,257.6,659.1,96.4,6749.3,Small
TXN-0321,TGT-0215,ACQ-010,2020-11-05,,2020,Q4,Minority Investment,All Cash,209.3,11.1,4.63,14.6,Rumored,Diversification|Regulatory Arbitrage,7,,Foundation Life Sciences,Pharma/Biotech,Biotech Therapeutics,Mountain West,Family-Owned,822.0,31.6,DaVita,Strategic,Healthcare Services,National,10.7,1.66,3.7383177570093498,178.91566265060243,4500.0,504.0,1232.1,597.5,6597.8,Mid-Market
TXN-0478,TGT-0221,ACQ-018,2020-11-01,,2020,Q4,SPAC Merger,Cash + Stock,461.7,6.8,3.15,3.7,Terminated,Talent Acquisition|Market Consolidation|Platform Build|Diversification|Regulatory Arbitrage,2,,Trident Smile Partners,Dental,Pediatric Dental,Northeast,Physician-Owned,577.1,23.0,Medline Industries,Strategic,Medical Devices,National,16.2,3.44,-58.02469135802468,-8.430232558139537,4200.0,1218.0,428.1,516.2,6802.1,Mid-Market
TXN-0054,TGT-0227,ACQ-015,2020-04-01,,2020,Q2,Leveraged Buyout,Leveraged,154.3,19.0,2.15,6.0,Pending,Geographic Expansion|High Growth|Vertical Integration|Talent Acquisition|Supply Chain Integration,2,,Westward Smile Partners,Dental,General Dentistry,Mountain West,Family-Owned,158.1,21.8,Patterson Companies,Strategic,Dental,National,15.1,2.36,25.82781456953643,-8.898305084745761,1500.0,276.0,463.3,173.0,2998.5,Mid-Market
TXN-0248,TGT-0230,ACQ-010,2020-01-10,,2020,Q1,SPAC Merger,Mixed,336.6,10.4,3.65,12.2,Rumored,Regulatory Arbitrage|Platform Build|Cost Synergies|Market Consolidation,8,,Continuum Smile Partners,Dental,Pediatric Dental,West Coast,Family-Owned,192.0,29.5,DaVita,Strategic,Healthcare Services,National,13.9,3.71,-25.179856115107913,-1.617250673854449,4500.0,504.0,1232.1,597.5,6597.8,Mid-Market
TXN-0217,TGT-0231,ACQ-016,2020-11-08,,2020,Q4,Bolt-on Acquisition,All Cash,119.6,12.1,5.79,14.7,Pending,Market Consolidation|Cross-Sell Opportunity|Vertical Integration|Platform Build|Brand Value,7,,Encore Clinical Group,Physician Groups,Orthopedic Groups,Northeast,Physician-Owned,911.1,33.5,Henry Schein,Strategic,Medical Devices,National,16.7,2.82,-27.54491017964072,105.31914893617022,3200.0,553.6,1774.8,306.7,8610.7,Mid-Market
TXN-0454,TGT-0243,ACQ-001,2020-11-21,,2020,Q4,Carve-out,Cash + Stock,67.6,24.6,3.05,6.2,Pending,Diversification|Platform Build|Geographic Expansion|Cross-Sell Opportunity|Margin Improvement,2,,Mosaic Health Plans,Health Insurance,Medicaid Managed Care,Southeast,Public,364.9,25.1,UnitedHealth Group,Strategic,Health Insurance,National,17.9,1.52,37.43016759776538,100.6578947368421,22000.0,3080.0,4564.8,1878.4,60313.6,Small
TXN-0387,TGT-0251,ACQ-018,2020-10-22,2021-11-08,2020,Q4,Leveraged Buyout,All Cash,616.5,19.5,3.34,17.2,Closed,Market Consolidation|Platform Build|Revenue Synergies,4,382,Sterling Life Sciences,Pharma/Biotech,Biotech Therapeutics,National,PE-Backed,199.2,29.2,Medline Industries,Strategic,Medical Devices,National,10.7,1.66,82.24299065420561,101.20481927710843,4200.0,1218.0,428.1,516.2,6802.1,Large
TXN-0222,TGT-0256,ACQ-007,2020-03-21,2020-05-19,2020,Q1,Platform Investment,Mixed,324.4,17.2,7.65,17.2,Closed,Margin Improvement|Revenue Synergies,3,59,Equinox Managed Care,Health Insurance,Managed Care,Mid-Atlantic,Family-Owned,5.7,14.0,Amedisys,Strategic,Home Health/Hospice,National,11.5,3.97,49.56521739130434,92.69521410579345,1800.0,500.4,281.6,145.2,4055.3,Mid-Market
TXN-0080,TGT-0258,ACQ-019,2020-02-28,,2020,Q1,Management Buyout,Leveraged,653.3,16.9,5.8,19.4,Terminated,Supply Chain Integration|Diversification|Brand Value,8,,Tidewater Medical Devices,Medical Devices,Surgical Instruments,West Coast,Family-Owned,129.8,27.7,R1 RCM,Strategic,Revenue Cycle,National,10.0,3.91,68.99999999999999,48.337595907928375,2100.0,520.8,714.5,178.4,5405.7,Large
TXN-0497,TGT-0275,ACQ-004,2020-01-07,2020-07-23,2020,Q1,Leveraged Buyout,Stock-for-Stock,361.9,15.0,1.52,13.0,Closed,Cross-Sell Opportunity|High Growth,8,198,Junction Technologies,Health IT,Revenue Cycle Tech,West Coast,Nonprofit,776.3,14.7,Elevance Health,Strategic,Health Insurance,National,10.9,1.95,37.61467889908256,-22.051282051282048,6800.0,1781.6,1297.5,913.1,9499.0,Mid-Market
TXN-0424,TGT-0278,ACQ-019,2020-10-15,2021-01-31,2020,Q4,Strategic Acquisition,Seller Financing,298.9,18.5,6.43,16.8,Closed,Cross-Sell Opportunity|Regulatory Arbitrage|Diversification|Vertical Integration,1,108,Prism Tech Solutions,Health IT,Data Analytics,Mid-Atlantic,Private,268.1,30.3,R1 RCM,Strategic,Revenue Cycle,National,11.6,2.04,59.48275862068966,215.19607843137254,2100.0,520.8,714.5,178.4,5405.7,Mid-Market
TXN-0240,TGT-0284,ACQ-020,2020-08-02,,2020,Q3,Strategic Acquisition,Leveraged,494.2,8.8,3.71,13.9,Terminated,Brand Value|Supply Chain Integration|Revenue Synergies|Regulatory Arbitrage,8,,Kinetic Financial Services,Revenue Cycle,Coding Services,Southeast,Nonprofit,60.5,31.8,Qualifacts,Strategic,Health IT,National,12.6,4.8,-30.15873015873015,-22.70833333333333,350.0,43.4,57.6,19.8,876.6,Mid-Market
TXN-0088,TGT-0286,ACQ-017,2020-03-20,2020-09-26,2020,Q1,Minority Investment,All Cash,695.9,24.3,2.23,12.8,Closed,Diversification|Regulatory Arbitrage|Talent Acquisition|Margin Improvement,3,190,Navigator Therapeutics,Pharma/Biotech,Drug Delivery,Southeast,Private,278.3,27.7,Hologic,Strategic,Medical Devices,National,12.3,2.1,97.5609756097561,6.190476190476185,2100.0,338.1,681.4,160.2,2672.9,Large
TXN-0455,TGT-0287,ACQ-015,2020-01-06,2020-06-29,2020,Q1,Leveraged Buyout,Leveraged,659.3,22.5,5.01,8.2,Closed,Platform Build|Cross-Sell Opportunity|Cost Synergies,7,175,Sentinel Therapeutics,Pharma/Biotech,Biotech Therapeutics,West Coast,Nonprofit,200.7,24.2,Patterson Companies,Strategic,Dental,National,12.3,2.1,82.92682926829266,138.57142857142856,1500.0,276.0,463.3,173.0,2998.5,Large
TXN-0119,TGT-0290,ACQ-011,2020-01-06,2020-09-18,2020,Q1,Management Buyout,Seller Financing,159.5,22.0,1.85,3.5,Closed,Vertical Integration|Margin Improvement|Market Consolidation|Regulatory Arbitrage|Brand Value,6,256,Granite Device Solutions,Medical Devices,Diagnostic Equipment,Mountain West,Public,544.9,34.7,Veeva Systems,Strategic,Health IT,National,10.0,3.91,120.0,-52.685421994884905,2300.0,257.6,659.1,96.4,6749.3,Mid-Market
TXN-0368,TGT-0296,ACQ-001,2020-07-14,2021-03-27,2020,Q3,Strategic Acquisition,Leveraged,409.1,22.5,5.84,14.0,Closed,Diversification|Brand Value|Talent Acquisition|High Growth|Supply Chain Integration,8,256,Embark Hospice Care,Home Health/Hospice,Hospice,West Coast,Nonprofit,878.8,17.0,UnitedHealth Group,Strategic,Health Insurance,National,17.7,1.93,27.118644067796616,202.59067357512953,22000.0,3080.0,4564.8,1878.4,60313.6,Mid-Market
TXN-0352,TGT-0014,ACQ-028,2020-01-25,,2020,Q1,Bolt-on Acquisition,Mixed,72.9,21.9,7.07,3.5,Rumored,Platform Build|Technology Capability|Brand Value,6,,Zephyr Behavioral,Behavioral Health,Psychiatric Hospitals,National,Public,9.1,17.8,Advent International,Financial Sponsor,Diversified,National,16.3,2.92,34.35582822085888,142.1232876712329,,,,,,Small
TXN-0226,TGT-0021,ACQ-033,2020-10-22,2021-07-17,2020,Q4,Leveraged Buyout,Mixed,745.6,16.0,5.46,4.4,Closed,Brand Value|Supply Chain Integration,8,268,Illuminate Tech Solutions,Health IT,EHR/EMR,Mid-Atlantic,Private,85.5,20.1,New Mountain Capital,Financial Sponsor,Healthcare,National,11.6,2.04,37.931034482758626,167.64705882352942,,,,,,Large
TXN-0187,TGT-0035,ACQ-039,2020-10-12,2021-04-07,2020,Q4,SPAC Merger,Stock-for-Stock,508.0,15.0,5.8,5.0,Closed,Cross-Sell Opportunity|Geographic Expansion|Cost Synergies,1,177,Haven Care Partners,Healthcare Services,Post-Acute Care,Southwest,Nonprofit,364.3,31.9,Apax Partners,Financial Sponsor,Diversified,National,12.5,3.06,20.0,89.54248366013071,,,,,,Large
TXN-0106,TGT-0055,ACQ-037,2020-11-20,2021-07-03,2020,Q4,Minority Investment,All Cash,637.1,16.4,4.43,14.2,Closed,Talent Acquisition|Diversification|Revenue Synergies|High Growth,8,225,Resolute Therapeutics,Pharma/Biotech,Generic Pharma,National,Physician-Owned,578.0,23.2,Frazier Healthcare,Financial Sponsor,Healthcare,National,10.7,1.66,53.271028037383175,166.86746987951807,,,,,,Large
TXN-0042,TGT-0088,ACQ-022,2020-12-24,2021-06-26,2020,Q4,SPAC Merger,Leveraged,307.5,12.5,1.62,9.8,Closed,Market Consolidation|Revenue Synergies|Margin Improvement|High Growth|Regulatory Arbitrage,8,184,Pacific Medical Devices,Medical Devices,Wound Care,West Coast,Nonprofit,694.0,35.0,Blackstone,Financial Sponsor,Diversified,National,14.6,4.86,-14.383561643835616,-66.66666666666666,,,,,,Mid-Market
TXN-0082,TGT-0092,ACQ-031,2020-07-12,2020-12-24,2020,Q3,Leveraged Buyout,Seller Financing,158.5,20.2,7.5,6.2,Closed,Revenue Synergies|Vertical Integration|Technology Capability,4,165,Titan Financial Services,Revenue Cycle,Coding Services,Midwest,Private,944.0,17.1,Thoma Bravo,Financial Sponsor,Technology,National,12.6,4.8,60.317460317460316,56.250000000000014,,,,,,Mid-Market
TXN-0178,TGT-0119,ACQ-034,2020-11-12,2021-05-31,2020,Q4,SPAC Merger,Leveraged,396.6,18.7,4.62,12.3,Closed,Brand Value|Supply Chain Integration|Vertical Integration,8,200,Noble Biopharma,Pharma/Biotech,Biotech Therapeutics,Midwest,Nonprofit,24.5,10.3,Oak Hill Capital,Financial Sponsor,Diversified,National,10.7,1.66,74.76635514018693,178.3132530120482,,,,,,Mid-Market
TXN-0492,TGT-0190,ACQ-037,2020-09-01,2021-10-06,2020,Q3,Platform Investment,Mixed,460.6,11.8,5.93,14.4,Closed,Cost Synergies|Cross-Sell Opportunity|Vertical Integration,3,400,Keybridge Device Solutions,Medical Devices,Surgical Instruments,West Coast,Nonprofit,429.5,34.1,Frazier Healthcare,Financial Sponsor,Healthcare,National,15.8,3.65,-25.316455696202528,62.465753424657535,,,,,,Mid-Market
TXN-0441,TGT-0201,ACQ-039,2020-12-04,2021-07-03,2020,Q4,Platform Investment,All Cash,103.2,22.7,6.24,7.9,Closed,Regulatory Arbitrage|High Growth|Platform Build,8,211,Keystone Visiting Health,Home Health/Hospice,Home Health,Southwest,Physician-Owned,1058.7,19.3,Apax Partners,Financial Sponsor,Diversified,National,13.6,4.25,66.91176470588235,46.82352941176471,,,,,,Mid-Market
TXN-0395,TGT-0232,ACQ-032,2020-08-22,2020-12-02,2020,Q3,Recapitalization,Leveraged,375.1,21.7,2.97,8.7,Closed,Regulatory Arbitrage|Talent Acquisition|Market Consolidation|Brand Value,8,102,Sentinel Health Systems,Healthcare Services,Specialty Clinics,Southwest,Private,7.0,20.3,Vista Equity Partners,Financial Sponsor,Technology,National,13.6,3.63,59.55882352941176,-18.181818181818173,,,,,,Mid-Market
TXN-0149,TGT-0241,ACQ-037,2020-10-10,2020-12-25,2020,Q4,Merger of Equals,Leveraged,146.5,19.2,5.1,8.2,Closed,Cross-Sell Opportunity|Cost Synergies|Brand Value|Geographic Expansion|Regulatory Arbitrage,5,76,Axis Oral Health,Dental,DSO (Dental Support Org),National,Physician-Owned,981.0,8.8,Frazier Healthcare,Financial Sponsor,Healthcare,National,16.2,3.44,18.51851851851852,48.255813953488364,,,,,,Mid-Market
TXN-0468,TGT-0244,ACQ-022,2020-03-16,2021-02-27,2020,Q1,Carve-out,Leveraged,142.8,16.4,6.21,10.5,Closed,Market Consolidation|High Growth|Margin Improvement|Technology Capability|Vertical Integration,8,348,Nexus Medical Devices,Medical Devices,Orthopedic Devices,Northeast,Public,363.8,10.8,Blackstone,Financial Sponsor,Diversified,National,10.0,3.91,63.99999999999999,58.823529411764696,,,,,,Mid-Market
TXN-0361,TGT-0263,ACQ-040,2020-07-13,,2020,Q3,Bolt-on Acquisition,Mixed,412.2,11.0,7.1,14.6,Withdrawn,Market Consolidation|Revenue Synergies|Talent Acquisition,1,,Flatiron Home Health,Home Health/Hospice,Home Health,Multi-Regional,PE-Backed,145.9,11.1,Leonard Green,Financial Sponsor,Diversified,National,17.7,1.93,-37.85310734463276,267.8756476683938,,,,,,Mid-Market
TXN-0372,TGT-0266,ACQ-039,2020-09-14,,2020,Q3,Carve-out,Seller Financing,204.8,24.5,2.19,14.0,Withdrawn,Cost Synergies|Regulatory Arbitrage|High Growth|Market Consolidation|Brand Value,1,,Granite Behavioral Health,Behavioral Health,Psychiatric Hospitals,National,PE-Backed,183.8,25.2,Apax Partners,Financial Sponsor,Diversified,National,13.0,2.93,88.46153846153845,-25.25597269624574,,,,,,Mid-Market
TXN-0181,TGT-0280,ACQ-033,2020-09-04,,2020,Q3,Recapitalization,Leveraged,538.5,21.2,6.05,18.7,Rumored,Market Consolidation|Margin Improvement,6,,Prism Technologies,Health IT,Data Analytics,Southeast,PE-Backed,114.0,33.9,New Mountain Capital,Financial Sponsor,Healthcare,National,11.3,2.11,87.61061946902653,186.72985781990522,,,,,,Large
TXN-0193,TGT-0297,ACQ-023,2020-06-04,,2020,Q2,Management Buyout,Mixed,204.8,16.8,1.51,12.8,Rumored,Market Consolidation|Technology Capability|Vertical Integration,1,,Onyx Clinical Group,Physician Groups,Multi-Specialty Groups,Southeast,Family-Owned,310.0,21.5,TPG Capital,Financial Sponsor,Diversified,National,13.4,3.73,25.37313432835821,-59.51742627345844,,,,,,Mid-Market
TXN-0063,TGT-0298,ACQ-032,2020-08-06,2021-03-07,2020,Q3,Carve-out,Mixed,93.5,17.8,7.28,8.4,Closed,Market Consolidation|Cross-Sell Opportunity|Cost Synergies|Revenue Synergies,8,213,Noble Medical Devices,Medical Devices,Diagnostic Equipment,National,Nonprofit,228.4,8.1,Vista Equity Partners,Financial Sponsor,Technology,National,15.8,3.65,12.658227848101264,99.45205479452056,,,,,,Small
TXN-0002,TGT-0125,ACQ-030,2020-11-28,,2020,Q4,Leveraged Buyout,Mixed,612.0,10.7,0.85,10.0,Terminated,Regulatory Arbitrage|Revenue Synergies|Market Consolidation|Geographic Expansion,4,,Foundation Specialty Medicine,Physician Groups,Primary Care Groups,Great Plains,Public,207.6,16.8,Summit Partners,Financial Sponsor,Growth Equity,National,16.7,2.82,-35.92814371257485,-69.8581560283688,,,,,,Large
TXN-0153,TGT-0230,ACQ-025,2020-03-24,2020-09-23,2020,Q1,Bolt-on Acquisition,Seller Financing,765.6,14.2,7.41,17.6,Closed,Supply Chain Integration|Platform Build|Vertical Integration|Regulatory Arbitrage,6,183,Continuum Smile Partners,Dental,Pediatric Dental,West Coast,Family-Owned,192.0,29.5,Welsh Carson,Financial Sponsor,Healthcare,National,13.9,3.71,2.158273381294956,99.73045822102426,,,,,,Large
TXN-0005,TGT-0231,ACQ-030,2020-10-07,2021-01-06,2020,Q4,Bolt-on Acquisition,Seller Financing,772.2,9.9,3.02,7.5,Closed,Supply Chain Integration|Regulatory Arbitrage|Vertical Integration,2,91,Encore Clinical Group,Physician Groups,Orthopedic Groups,Northeast,Physician-Owned,911.1,33.5,Summit Partners,Financial Sponsor,Growth Equity,National,16.7,2.82,-40.71856287425149,7.0921985815602895,,,,,,Large
TXN-0338,TGT-0287,ACQ-023,2020-10-24,2021-10-10,2020,Q4,Bolt-on Acquisition,Stock-for-Stock,394.0,16.0,7.66,16.4,Closed,Market Consolidation|Cost Synergies|Vertical Integration|Geographic Expansion,3,351,Sentinel Therapeutics,Pharma/Biotech,Biotech Therapeutics,West Coast,Nonprofit,200.7,24.2,TPG Capital,Financial Sponsor,Diversified,National,10.7,1.66,49.53271028037384,361.44578313253015,,,,,,Mid-Market
TXN-0174,TGT-0017,ACQ-019,2021-09-12,,2021,Q3,SPAC Merger,Seller Financing,638.7,21.0,1.38,18.0,Rumored,Brand Value|Geographic Expansion|Platform Build|High Growth,1,,Illuminate Smile Partners,Dental,Oral Surgery,Great Plains,Physician-Owned,62.2,9.7,R1 RCM,Strategic,Revenue Cycle,National,17.3,3.01,21.387283236994215,-54.15282392026578,2095.0,454.6,254.2,138.0,4267.3,Large
TXN-0307,TGT-0046,ACQ-007,2021-03-11,,2021,Q1,Carve-out,Leveraged,616.6,10.2,2.65,11.1,Withdrawn,Brand Value|Talent Acquisition|Regulatory Arbitrage,2,,Meridian Dental,Dental,Orthodontics,Southwest,Family-Owned,301.4,25.0,Amedisys,Strategic,Home Health/Hospice,National,13.2,3.4,-22.72727272727273,-22.058823529411764,1839.2,463.5,390.5,61.4,5509.7,Large
TXN-0484,TGT-0064,ACQ-007,2021-05-04,,2021,Q2,Leveraged Buyout,All Cash,242.1,22.4,6.32,19.7,Rumored,Diversification|Supply Chain Integration|Technology Capability|High Growth|Cross-Sell Opportunity,7,,Quest Dental Care,Dental,DSO (Dental Support Org),Southwest,Family-Owned,93.8,31.0,Amedisys,Strategic,Home Health/Hospice,National,14.1,3.68,58.86524822695035,71.73913043478261,1839.2,463.5,390.5,61.4,5509.7,Mid-Market
TXN-0344,TGT-0074,ACQ-005,2021-04-09,,2021,Q2,Recapitalization,Mixed,93.7,16.0,6.03,16.7,Withdrawn,High Growth|Geographic Expansion|Platform Build|Revenue Synergies|Regulatory Arbitrage,2,,Unity Health Coverage,Health Insurance,Dental Insurance,National,Private,949.4,24.9,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,16.2,1.52,-1.2345679012345634,296.7105263157895,3485.0,372.9,1733.4,143.0,6205.2,Small
TXN-0229,TGT-0133,ACQ-007,2021-02-05,2021-08-24,2021,Q1,Strategic Acquisition,Stock-for-Stock,25.4,18.5,4.11,9.9,Closed,Market Consolidation|Regulatory Arbitrage|Brand Value|Revenue Synergies,8,200,Cascade Dental,Dental,Oral Surgery,Multi-Regional,Nonprofit,400.9,32.5,Amedisys,Strategic,Home Health/Hospice,National,13.2,3.4,40.15151515151516,20.88235294117648,1839.2,463.5,390.5,61.4,5509.7,Small
TXN-0182,TGT-0158,ACQ-002,2021-06-17,2021-11-09,2021,Q2,Recapitalization,Leveraged,271.2,17.6,2.21,11.9,Closed,Platform Build|Talent Acquisition,5,145,Atlas MedTech,Medical Devices,Diagnostic Equipment,Multi-Regional,Public,846.2,20.5,CVS Health,Strategic,Healthcare Services,National,11.3,3.7,55.75221238938053,-40.270270270270274,12184.5,3009.6,4662.4,1786.9,31741.3,Mid-Market
TXN-0205,TGT-0161,ACQ-013,2021-11-19,,2021,Q4,Platform Investment,Seller Financing,370.8,20.5,2.1,3.3,Terminated,Technology Capability|Regulatory Arbitrage|Market Consolidation|Margin Improvement|Vertical Integration,3,,Zenith Medical Group,Healthcare Services,Lab Services,Southeast,Public,572.2,19.9,Evolent Health,Strategic,Health IT,National,16.7,2.86,22.754491017964078,-26.573426573426566,800.7,190.6,246.6,59.1,1361.6,Mid-Market
TXN-0472,TGT-0168,ACQ-019,2021-10-21,2022-04-04,2021,Q4,Management Buyout,All Cash,398.3,20.1,5.02,6.8,Closed,Diversification|Brand Value|Talent Acquisition|Geographic Expansion,3,165,Encore Health Analytics,Health IT,EHR/EMR,Multi-Regional,Family-Owned,269.9,27.0,R1 RCM,Strategic,Revenue Cycle,National,16.1,4.64,24.844720496894407,8.189655172413792,2095.0,454.6,254.2,138.0,4267.3,Mid-Market
TXN-0159,TGT-0171,ACQ-020,2021-02-23,,2021,Q1,Bolt-on Acquisition,Leveraged,684.9,12.5,6.86,15.9,Terminated,Cost Synergies|Talent Acquisition|Geographic Expansion,5,,Xcel Mental Wellness,Behavioral Health,Autism Services,Southeast,PE-Backed,248.3,8.7,Qualifacts,Strategic,Health IT,National,16.1,3.25,-22.360248447204974,111.0769230769231,358.6,62.4,209.9,10.1,718.9,Large
